0,4,2,1,3,50
4,2,0,3,1,50
0,3,2,1,4,130
0,3,2,1,4,130
0,3,2,1,4,130
2,3,4,1,0,130
1,4,2,0,3,130
2,4,0,1,3,130
2,4,0,1,3,130
2,4,0,3,1,130
2,4,0,3,1,130
2,4,0,1,3,130
0,2,3,1,4,210
0,2,3,1,4,210
0,2,3,1,4,210
0,2,3,1,4,210
2,3,4,0,1,210
0,2,3,1,4,210
0,2,3,1,4,210
2,3,4,0,1,210
0,2,3,1,4,210
0,2,3,1,4,210
1,3,2,0,4,210
0,2,3,1,4,210
0,2,3,1,4,210
1,3,2,0,4,210
2,3,0,1,4,210
1,3,2,0,4,210
1,3,2,0,4,210
1,3,2,0,4,210
1,3,2,0,4,210
2,3,0,1,4,210
3,2,1,0,4,210
2,3,4,0,1,210
3,2,1,0,4,210
2,0,1,3,4,210
2,3,0,1,4,210
2,0,1,3,4,210
2,0,1,3,4,210
2,3,0,1,4,210
2,3,0,1,4,210
2,0,1,3,4,210
2,0,1,3,4,210
2,3,0,1,4,210
3,2,1,0,4,210
2,0,1,3,4,210
2,3,0,1,4,210
2,1,4,3,0,210
2,3,0,1,4,210
2,1,4,3,0,210
2,1,4,3,0,210
4,1,2,0,3,210
2,1,4,3,0,210
0,2,3,1,4,210
0,2,3,1,4,210
2,4,3,1,0,210
2,4,3,1,0,210
0,2,3,1,4,210
2,4,3,1,0,210
2,4,3,1,0,210
2,4,3,1,0,210
0,2,3,1,4,210
2,4,1,0,3,210
2,4,1,0,3,210
0,2,3,1,4,210
2,0,3,1,4,290
1,2,3,0,4,290
3,1,2,0,4,290
2,0,3,1,4,290
2,0,3,1,4,290
3,1,2,0,4,290
2,0,3,1,4,290
2,0,3,1,4,290
3,1,2,0,4,290
2,1,0,3,4,290
2,1,0,3,4,290
2,1,0,3,4,290
2,1,0,3,4,290
2,1,4,0,3,290
2,3,1,0,4,290
2,3,1,0,4,290
3,1,2,0,4,290
3,1,2,0,4,290
2,3,1,0,4,290
3,1,2,0,4,290
3,1,2,0,4,290
1,2,3,0,4,290
3,1,2,0,4,290
3,1,2,0,4,290
2,1,0,3,4,290
3,1,2,0,4,290
3,1,2,0,4,290
3,1,2,0,4,290
3,1,2,0,4,290
1,2,3,0,4,290
3,1,2,0,4,290
3,1,2,0,4,290
3,1,2,0,4,290
3,1,2,0,4,290
3,1,2,0,4,290
2,1,4,0,3,290
2,1,4,0,3,290
2,4,3,0,1,290
2,4,3,0,1,290
2,4,3,0,1,290
2,4,3,0,1,290
2,4,3,0,1,290
4,1,3,0,2,290
2,3,1,0,4,290
2,1,4,0,3,290
2,1,4,0,3,290
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
